PERIOD_BEGIN;PERIOD;VALOR;INSTR_TYPE;TYPE_OF_SECURITY;GK;DOMICILE;TAX_APPLICABILITY_333;TAX_PARTICULARITY_333;TAX_PECULIARITY_333;DELTA_SIX_CALC;DELTA_3RD_PARTY;NR_871M;DELTA_AT_ISSU_MIN_871M;DELTA_AT_ISSU_MAX_871M;NR_DELTA_AT_ISSU_E100_871M;NR_DELTA_AT_ISSU_G095_871M;NR_DELTA_AT_ISSU_G080_871M;NR_DELTA_AT_ISSU_G075_871M;NR_NON_871M;DELTA_AT_ISSU_MIN_NON_871M;DELTA_AT_ISSU_MAX_NON_871M;NR_DELTA_AT_ISSU_E100_NON_871M;NR_DELTA_AT_ISSU_G095_NON_871M;NR_DELTA_AT_ISSU_G080_NON_871M;NR_DELTA_AT_ISSU_G075_NON_871M;NR_XSD_297
20180605;d;60675498;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511880;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;60675355;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450007;4;Z;709030;333;34.0;;;-0.39151;;;;;;;;;;;;;;;;
20180605;d;61449980;4;Z;709030;333;34.0;;;0.01765;;;;;;;;;;;;;;;;
20180605;d;60675374;4;Z;709030;333;34.0;;;-0.68023;;;;;;;;;;;;;;;;
20180605;d;61449984;4;Z;709030;333;34.0;;;0.12427;;;;;;;;;;;;;;;;
20180605;d;61449986;4;Z;709030;333;34.0;;;0.01929;;;;;;;;;;;;;;;;
20180605;d;60675393;4;Z;709030;333;34.0;;;0.7184;;;;;;;;;;;;;;;;
20180605;d;60617661;4;Z;709030;333;34.0;;;0.05271;;;;;;;;;;;;;;;;
20180605;d;61450058;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511918;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61511919;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;60617842;4;Z;709030;333;34.0;;;-0.45689;;;;;;;;;;;;;;;;
20180605;d;60617751;4;Z;709030;333;34.0;;;0.23576;;;;;;;;;;;;;;;;
20180605;d;61450123;4;Z;709030;333;34.0;;;-0.02552;;;;;;;;;;;;;;;;
20180605;d;61450024;4;Z;709030;333;34.0;;;0.81362;;;;;;;;;;;;;;;;
20180605;d;61450031;4;Z;709030;333;34.0;;;-0.10549;;;;;;;;;;;;;;;;
20180605;d;61450034;4;Z;709030;333;34.0;;;0.68121;;;;;;;;;;;;;;;;
20180605;d;60675454;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450082;4;Z;709030;333;34.0;;;0.3548;;;;;;;;;;;;;;;;
20180605;d;61450105;4;Z;709030;333;34.0;;;-0.1264;;;;;;;;;;;;;;;;
20180605;d;60617791;4;Z;709030;333;34.0;;;0.86107;;;;;;;;;;;;;;;;
20180605;d;61450002;4;Z;709030;333;34.0;;;0.36601;;;;;;;;;;;;;;;;
20180605;d;61557217;4;Z;709030;333;34.0;;;-0.05828;;;;;;;;;;;;;;;;
20180605;d;61557219;4;Z;709030;333;34.0;;;-0.05102;;;;;;;;;;;;;;;;
20180605;d;60675449;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675483;4;Z;709030;333;34.0;;;0.21643;;;;;;;;;;;;;;;;
20180605;d;60675488;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61557225;4;Z;709030;333;34.0;;;-0.33564;;;;;;;;;;;;;;;;
20180605;d;61557230;4;Z;709030;333;34.0;;;0.00988;;;;;;;;;;;;;;;;
20180605;d;61557237;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511920;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511932;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617721;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617690;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617715;4;Z;709030;333;34.0;;;0.13627;;;;;;;;;;;;;;;;
20180605;d;60617771;4;Z;709030;333;34.0;;;0.63432;;;;;;;;;;;;;;;;
20180605;d;60617793;4;Z;709030;333;34.0;;;0.87074;;;;;;;;;;;;;;;;
20180605;d;60675571;4;Z;709030;333;34.0;;;0.04387;;;;;;;;;;;;;;;;
20180605;d;60675497;4;Z;709030;333;34.0;;;0.30188;;;;;;;;;;;;;;;;
20180605;d;61450067;4;Z;709030;333;34.0;;;-0.03246;;;;;;;;;;;;;;;;
20180605;d;61450101;4;Z;709030;333;34.0;;;-0.1884;;;;;;;;;;;;;;;;
20180605;d;60675587;4;Z;709030;333;34.0;;;0.3893;;;;;;;;;;;;;;;;
20180605;d;60675668;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675670;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450134;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675610;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675612;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511938;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675514;4;Z;709030;333;34.0;;;-0.18631;;;;;;;;;;;;;;;;
20180605;d;61450210;4;Z;709030;333;34.0;;;0.07593;;;;;;;;;;;;;;;;
20180605;d;60675674;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675675;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675679;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450162;4;Z;709030;333;34.0;;;0.80095;;;;;;;;;;;;;;;;
20180605;d;61557241;4;Z;709030;333;34.0;;;-0.79591;;;;;;;;;;;;;;;;
20180605;d;61557246;4;Z;709030;333;34.0;;;0.43779;;;;;;;;;;;;;;;;
20180605;d;61450257;4;Z;709030;333;34.0;;;-0.03777;;;;;;;;;;;;;;;;
20180605;d;61450265;4;Z;709030;333;34.0;;;-0.02276;;;;;;;;;;;;;;;;
20180605;d;61450246;4;Z;709030;333;34.0;;;0.89293;;;;;;;;;;;;;;;;
20180605;d;61450118;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450120;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450270;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450198;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675654;4;Z;709030;333;34.0;;;-0.05735;;;;;;;;;;;;;;;;
20180605;d;60675655;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675658;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675659;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450308;4;Z;709030;333;34.0;;;0.99;;;;;;;;;;;;;;;;
20180605;d;60675706;4;Z;709030;333;34.0;;;-0.25585;;;;;;;;;;;;;;;;
20180605;d;60675712;4;Z;709030;333;34.0;;;-0.02099;;;;;;;;;;;;;;;;
20180605;d;61450348;4;Z;709030;333;34.0;;;0.12825;;;;;;;;;;;;;;;;
20180605;d;61450350;4;Z;709030;333;34.0;;;0.2232;;;;;;;;;;;;;;;;
20180605;d;61450353;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450355;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450361;4;Z;709030;333;34.0;;;-0.08823;;;;;;;;;;;;;;;;
20180605;d;61450368;4;Z;709030;333;34.0;;;0.98;;;;;;;;;;;;;;;;
20180605;d;61450190;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450209;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450143;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675586;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675598;4;Z;709030;333;34.0;;;-0.03673;;;;;;;;;;;;;;;;
20180605;d;61450163;4;Z;709030;333;34.0;;;-0.29637;;;;;;;;;;;;;;;;
20180605;d;61450176;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450293;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450295;4;Z;709030;333;34.0;;;-0.42179;;;;;;;;;;;;;;;;
20180605;d;61450299;4;Z;709030;333;34.0;;;-0.21919;;;;;;;;;;;;;;;;
20180605;d;61450309;4;Z;709030;333;34.0;;;-0.0675;;;;;;;;;;;;;;;;
20180605;d;61450327;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450215;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450227;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60884305;4;Z;709030;333;34.0;;;-0.01381;;;;;;;;;;;;;;;;
20180605;d;61450242;4;Z;709030;333;34.0;;;0.84698;;;;;;;;;;;;;;;;
20180605;d;60675556;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675565;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450342;4;Z;709030;333;34.0;;;0.14268;;;;;;;;;;;;;;;;
20180605;d;60675609;4;Z;709030;333;34.0;;;0.0364;;;;;;;;;;;;;;;;
20180605;d;61450325;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450336;4;Z;709030;333;34.0;;;0.08228;;;;;;;;;;;;;;;;
20180605;d;61511988;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60879954;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60880001;4;Z;709030;333;34.0;;;0.01984;;;;;;;;;;;;;;;;
20180605;d;61450352;4;Z;709030;333;34.0;;;0.12138;;;;;;;;;;;;;;;;
20180605;d;60675730;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450339;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450370;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617769;4;Z;709030;333;34.0;;;0.59877;;;;;;;;;;;;;;;;
20180605;d;60675720;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675724;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450364;4;Z;709030;333;34.0;;;0.68646;;;;;;;;;;;;;;;;
20180605;d;61450366;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450390;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450394;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450389;4;Z;709030;333;34.0;;;-0.04157;;;;;;;;;;;;;;;;
20180605;d;60675753;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675761;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675765;4;Z;709030;333;34.0;;;0.07869;;;;;;;;;;;;;;;;
20180605;d;60675766;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617770;4;Z;709030;333;34.0;;;-0.33972;;;;;;;;;;;;;;;;
20180605;d;60617813;4;Z;709030;333;34.0;;;0.78892;;;;;;;;;;;;;;;;
20180605;d;60617888;4;Z;709030;333;34.0;;;-0.24253;;;;;;;;;;;;;;;;
20180605;d;61450491;4;Z;709030;333;34.0;;;-0.76088;;;;;;;;;;;;;;;;
20180605;d;61450512;4;Z;709030;333;34.0;;;0.63046;;;;;;;;;;;;;;;;
20180605;d;60617988;4;Z;709030;333;34.0;;;-0.41673;;;;;;;;;;;;;;;;
20180605;d;60617879;4;Z;709030;333;34.0;;;0.36653;;;;;;;;;;;;;;;;
20180605;d;61450475;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450483;4;Z;709030;333;34.0;;;-0.93556;;;;;;;;;;;;;;;;
20180605;d;60617822;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450457;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617847;4;Z;709030;333;34.0;;;0.696;;;;;;;;;;;;;;;;
20180605;d;61450474;4;Z;709030;333;34.0;;;0.11152;;;;;;;;;;;;;;;;
20180605;d;61557269;4;Z;709030;333;34.0;;;-0.05686;;;;;;;;;;;;;;;;
20180605;d;61450486;4;Z;709030;333;34.0;;;0.25823;;;;;;;;;;;;;;;;
20180605;d;61450488;4;Z;709030;333;34.0;;;0.22637;;;;;;;;;;;;;;;;
20180605;d;61450490;4;Z;709030;333;34.0;;;0.31676;;;;;;;;;;;;;;;;
20180605;d;61512009;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61512020;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61512021;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;60782511;4;Z;709030;333;34.0;;;0.77886;;;;;;;;;;;;;;;;
20180605;d;61512037;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675826;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61557273;4;Z;709030;333;34.0;;;-0.004;;;;;;;;;;;;;;;;
20180605;d;61450498;4;Z;709030;333;34.0;;;0.45589;;;;;;;;;;;;;;;;
20180605;d;60675816;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61557282;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617890;4;Z;709030;333;34.0;;;-0.2066;;;;;;;;;;;;;;;;
20180605;d;60617898;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61512042;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61512047;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617911;4;Z;709030;333;34.0;;;0.32918;;;;;;;;;;;;;;;;
20180605;d;60675836;4;Z;709030;333;34.0;;;-0.13418;;;;;;;;;;;;;;;;
20180605;d;60675850;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675852;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675855;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675932;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617971;4;Z;709030;333;34.0;;;0.1297;;;;;;;;;;;;;;;;
20180605;d;60440385;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675885;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675891;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675893;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675939;4;Z;709030;333;34.0;;;0.09465;;;;;;;;;;;;;;;;
20180605;d;60675941;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675943;4;Z;709030;333;34.0;;;0.45676;;;;;;;;;;;;;;;;
20180605;d;60675947;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675949;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675950;4;Z;709030;333;34.0;;;-0.79645;;;;;;;;;;;;;;;;
20180605;d;60675989;4;Z;709030;333;34.0;;;0.36254;;;;;;;;;;;;;;;;
20180605;d;60675990;4;Z;709030;333;34.0;;;-0.41876;;;;;;;;;;;;;;;;
20180605;d;60675980;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675981;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675986;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;10140821;12;6;416131;939;33.0;1.0;1.0;;0.0;;;;;;;;1.0;;;;;;;7.0
20180605;d;60440394;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675973;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675977;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;10716407;12;6;26338;1;33.0;1.0;1.0;;;;;;;;;;1.0;;;;;;;5.0
20180605;d;60782524;4;Z;709030;333;34.0;;;-0.29226;;;;;;;;;;;;;;;;
20180605;d;60676080;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61512067;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61557287;4;Z;709030;333;34.0;;;-0.10481;;;;;;;;;;;;;;;;
20180605;d;61557310;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61557317;4;Z;709030;333;34.0;;;-0.0049;;;;;;;;;;;;;;;;
20180605;d;61557326;4;Z;709030;333;34.0;;;0.28325;;;;;;;;;;;;;;;;
20180605;d;60676043;4;Z;709030;333;34.0;;;0.19231;;;;;;;;;;;;;;;;
20180605;d;60676044;4;Z;709030;333;34.0;;;-0.78453;;;;;;;;;;;;;;;;
20180605;d;60676051;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60676000;4;Z;709030;333;34.0;;;-0.04785;;;;;;;;;;;;;;;;
20180605;d;60676003;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;1750917;12;6;63931;1;33.0;1.0;1.0;;0.0;;;;;;;;25.0;;;;;;;2.0
20180605;d;1901559;12;6;6108;402;33.0;1.0;1.0;;;;;;;;;;;;;;;;;
20180605;d;60879953;4;Z;709030;333;34.0;;;-0.06071;;;;;;;;;;;;;;;;
20180605;d;61511860;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675364;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61449959;4;Z;709030;333;34.0;;;-0.01159;;;;;;;;;;;;;;;;
20180605;d;60675480;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511848;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511887;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511889;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511893;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60782491;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60782492;4;Z;709030;333;34.0;;;-0.10414;;;;;;;;;;;;;;;;
20180605;d;60675365;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675373;4;Z;709030;333;34.0;;;0.04756;;;;;;;;;;;;;;;;
20180605;d;60675383;4;Z;709030;333;34.0;;;0.37703;;;;;;;;;;;;;;;;
20180605;d;60675387;4;Z;709030;333;34.0;;;0.48608;;;;;;;;;;;;;;;;
20180605;d;61511864;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61449969;4;Z;709030;333;34.0;;;-0.01155;;;;;;;;;;;;;;;;
20180605;d;61449979;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61449981;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675491;4;Z;709030;333;34.0;;;0.27655;;;;;;;;;;;;;;;;
20180605;d;61511877;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675353;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61449961;4;Z;709030;333;34.0;;;-0.0171;;;;;;;;;;;;;;;;
20180605;d;61449987;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450017;4;Z;709030;333;34.0;;;-0.28011;;;;;;;;;;;;;;;;
20180605;d;61449972;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61449976;4;Z;709030;333;34.0;;;0.04466;;;;;;;;;;;;;;;;
20180605;d;61449993;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450025;4;Z;709030;333;34.0;;;-0.17565;;;;;;;;;;;;;;;;
20180605;d;61450032;4;Z;709030;333;34.0;;;0.90571;;;;;;;;;;;;;;;;
20180605;d;61450033;4;Z;709030;333;34.0;;;-0.29324;;;;;;;;;;;;;;;;
20180605;d;61511898;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511900;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61511908;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61511912;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60617676;4;Z;709030;333;34.0;;;-0.02767;;;;;;;;;;;;;;;;
20180605;d;60534293;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675432;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450119;4;Z;709030;333;34.0;;;-0.04422;;;;;;;;;;;;;;;;
20180605;d;61450130;4;Z;709030;333;34.0;;;0.09207;;;;;;;;;;;;;;;;
20180605;d;61450014;4;Z;709030;333;34.0;;;0.62999;;;;;;;;;;;;;;;;
20180605;d;61450019;4;Z;709030;333;34.0;;;-0.19067;;;;;;;;;;;;;;;;
20180605;d;61450068;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450060;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450066;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61450042;4;Z;709030;333;34.0;;;0.86247;;;;;;;;;;;;;;;;
20180605;d;61450044;4;Z;709030;333;34.0;;;0.8475;;;;;;;;;;;;;;;;
20180605;d;60675471;4;Z;709030;333;34.0;;;0.9;;;;;;;;;;;;;;;;
20180605;d;61450102;4;Z;709030;333;34.0;;;0.99;;;;;;;;;;;;;;;;
20180605;d;60617679;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;61449992;4;Z;709030;333;34.0;;;0.24366;;;;;;;;;;;;;;;;
20180605;d;61449998;4;Z;709030;333;34.0;;;0.26886;;;;;;;;;;;;;;;;
20180605;d;61557227;4;Z;709030;333;34.0;;;-0.15482;;;;;;;;;;;;;;;;
20180605;d;61557234;4;Z;709030;333;34.0;;;0.06315;;;;;;;;;;;;;;;;
20180605;d;61557235;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675510;4;Z;709030;333;34.0;;;-0.22877;;;;;;;;;;;;;;;;
20180605;d;61511924;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;61511928;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61511901;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;1.0
20180605;d;61511914;4;P;709030;333;18.0;;;;;;;;;;;;;;;;;;;
20180605;d;60675564;4;Z;709030;333;34.0;;;;;;;;;;;;;;;;;;;
